squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
12508,63,1,0,52,67586,1,9,2000,1,1,7763,5476,374,1,1,1258036.1
97578,97,0,1,63,74748,6,3,2006,0,1,4151,6419,880,0,4,9764792.6
48223,58,1,1,46,65917,2,5,1996,0,1,9177,7709,626,1,10,4826979.6
5277,87,0,0,26,76242,5,9,2000,1,1,8687,786,218,0,9,53940.1
50205,16,1,1,50,694,4,4,1996,1,1,5678,973,491,0,8,5023160.6
88491,58,0,0,83,42480,6,6,2018,0,1,7937,6172,953,1,1,8860074.8
26580,58,0,0,55,40148,3,5,1997,1,1,3510,9892,382,1,2,2666936.7
11826,89,1,0,29,43510,8,4,2000,1,0,874,8896,564,0,6,1186605.1
61761,37,0,0,15,27662,5,1,2014,1,1,478,583,394,0,4,6177711.4
54096,76,1,1,38,82008,7,5,2009,1,1,3838,7844,618,0,2,5421215.9
98827,45,0,0,15,79814,10,6,2014,1,0,1307,9549,542,0,1,9886586.4
66389,5,1,0,34,63631,3,2,2003,0,1,5047,3805,127,0,6,6644576.3
88820,54,1,1,45,98470,7,5,2017,1,0,1537,3842,948,1,9,8888431.7
1906,16,1,0,12,693,9,8,2006,0,1,1772,9759,874,1,9,192160.6
93656,21,1,0,45,72364,5,5,2007,1,1,7058,2017,418,1,10,9369720.7
67870,38,0,0,24,42653,8,4,2007,1,1,705,9188,268,1,8,6793060.7
75901,86,0,0,1,55860,8,6,1998,1,1,7626,7152,301,0,0,7594895.8
16824,58,0,0,37,34799,8,2,2009,0,1,5273,9349,208,0,4,1687484.9
36387,5,1,0,38,41885,6,10,2000,0,0,3946,3558,489,0,7,3645155
7438,41,0,1,41,78978,5,5,1997,0,0,7276,3378,857,0,5,745873.7
15928,69,1,0,70,37194,5,4,2007,0,1,4166,1640,982,1,7,1603995.7
88001,24,1,0,80,70983,3,9,2007,0,0,2164,7439,469,0,4,8804639.7
90444,42,0,1,70,19246,2,5,2021,0,0,6253,4785,671,1,2,9045666.1
43843,28,1,0,39,36821,2,8,1990,1,1,6949,79,910,1,7,4389604
17723,83,0,1,8,6969,3,7,2000,1,1,2482,4447,309,0,8,1782969
79770,10,1,1,36,83501,3,1,2018,1,0,3129,7117,931,1,0,7986665.8
20297,37,1,0,52,17688,2,5,2000,0,0,1851,7147,235,0,4,2035832.2
79380,42,1,0,50,75390,3,5,2014,1,1,7053,5076,563,0,5,7943850.4
36268,50,0,1,64,16964,7,9,1997,1,0,6737,6512,964,1,8,3633523.7
52967,18,0,1,9,45031,9,4,2000,1,0,292,8672,864,1,8,5304068
92326,61,0,0,25,49191,10,3,2018,1,0,5983,865,878,0,4,9237027.8
52287,38,1,0,44,68456,8,9,2003,0,1,872,8809,414,1,8,5233872.3
73888,52,1,1,64,94645,7,9,2019,1,0,9715,6389,414,0,8,7403575.9
13400,32,1,1,82,45538,9,2,2000,0,0,6424,3624,965,1,1,1351303
55668,13,0,1,55,31908,6,1,2009,1,1,4798,7647,523,0,0,5576689.9
18536,49,0,1,38,35411,7,10,2004,1,0,7859,4976,323,0,4,1856793.4
10751,85,1,1,70,5894,5,3,1998,1,1,8604,4573,502,1,6,1085070.8
28659,32,0,1,58,57303,8,10,1993,1,0,7611,6968,638,0,1,2869081.3
6885,55,0,1,61,96957,5,8,2019,1,1,7253,3320,634,0,8,692409.9
16000,46,1,1,35,92223,7,10,2007,1,0,5358,5168,671,0,8,1606948.7
17241,85,0,0,76,37437,5,7,2000,0,1,575,682,377,1,1,1730302.1
388,35,1,0,18,44712,4,7,1998,1,1,9789,3569,776,0,1,44847.8
9803,41,1,0,62,29549,1,8,2018,1,1,5759,5547,414,0,0,998783.8
48820,22,1,0,59,57773,9,8,2007,1,1,719,1279,496,1,7,4890832.7
67498,37,1,1,21,31704,9,7,2007,1,0,2551,744,648,0,1,6753907.7
32623,37,0,0,57,78551,5,3,2003,1,1,9149,5473,636,1,5,3267852.3
15822,38,0,1,19,95044,5,8,1995,0,1,8181,868,958,0,3,1584936.5
62859,2,0,1,73,78342,9,3,2015,0,1,3731,9484,449,1,4,6292755.5
80331,55,0,0,83,18643,6,5,1995,1,1,4276,6604,911,1,1,8037047.5
770,46,1,1,78,431,4,6,2010,0,0,5377,7473,809,0,6,83521
65137,6,0,0,1,11236,2,3,2006,0,1,2116,4988,546,0,1,6516431.6
92885,36,1,1,64,51710,8,7,2013,0,0,6924,8492,106,1,6,9293817.3
926,26,1,0,80,83386,4,4,1997,0,0,6201,8414,879,0,3,105869.7
92738,65,1,0,36,50452,9,9,2013,1,1,6596,9567,812,0,0,9279946.3
62093,26,0,1,12,94407,1,9,2004,1,0,8401,9089,261,1,7,6222279.4
70576,8,1,1,7,40978,1,8,2013,0,0,6484,653,116,0,6,7061024.3
73889,32,0,1,35,68964,1,1,1996,0,1,6428,4359,268,0,8,7403420.6
80915,89,1,0,93,2005,7,2,2006,0,1,1661,4439,379,0,2,8103183.6
97474,15,1,1,49,135,7,8,2018,1,1,6155,121,121,1,9,9759389.8
211,7,1,0,8,30010,1,1,2009,0,0,7248,4136,815,1,0,24058.9
5177,79,0,0,50,23742,3,8,2013,1,0,1242,4959,779,0,8,523333.3
48033,96,1,0,1,56257,4,9,2004,0,0,3486,9266,934,1,8,4807525.4
86688,18,0,0,22,19556,6,10,2018,0,0,4759,8678,378,0,0,8672319.8
60479,98,0,0,32,6995,6,4,2016,1,0,480,4803,968,0,6,6049532.6
73554,79,0,0,49,49263,2,8,2004,0,0,8229,5244,259,0,4,7358902.4
47618,64,0,0,56,41855,2,10,2000,0,1,256,198,418,0,0,4767731.2
1618,2,0,1,64,79675,8,4,2003,0,1,3822,542,956,0,7,171840.3
33369,25,0,1,65,51526,1,7,2017,1,1,4397,897,455,0,8,3337636.7
87591,99,0,1,44,17735,4,7,2007,1,1,5306,5512,449,0,8,8769079.7
98390,86,1,1,14,41275,5,3,2006,1,1,3835,8615,731,0,5,9849668.6
54300,79,1,0,64,81499,5,8,2020,0,1,5688,3175,418,1,5,5442438.1
24859,14,1,0,51,76623,5,5,2013,0,1,6431,4326,662,0,4,2492272.3
30217,16,1,0,73,14366,9,5,2014,1,1,1746,6953,514,0,1,3033408.4
72178,58,0,1,55,95268,7,10,1998,0,0,3258,5514,274,0,8,7223259.8
10978,13,1,0,6,426,6,2,2015,0,0,1629,4671,930,1,2,1103882.5
43907,42,0,0,70,69373,10,10,2017,0,0,9918,5174,573,0,2,4392043.7
43758,7,0,0,93,42634,2,9,2008,0,0,827,8791,242,0,6,4385098.8
45179,8,0,1,8,21533,8,4,2015,1,0,168,2358,787,1,5,4519301.5
66570,12,1,0,19,95952,4,7,2008,1,1,8174,7839,281,0,4,6657976.8
14766,37,0,0,59,88802,4,9,2016,0,0,6770,5956,218,1,3,1488467.6
96573,28,1,0,78,89782,2,9,1993,0,1,847,6976,179,1,3,9664738.3
23407,46,1,0,21,67593,4,4,1997,0,1,5166,9169,916,0,2,2350099.7
33692,86,1,1,20,27437,9,9,1999,1,1,9778,3481,218,0,9,3375522.9
28543,78,0,1,39,49191,1,6,2019,0,0,9534,4451,535,1,9,2855561.9
84058,46,1,0,99,44435,2,2,2004,1,0,8889,9935,496,0,8,8415755.4
4920,26,1,0,55,29779,8,2,1993,1,1,5129,6789,126,1,8,498937.3
53735,89,0,1,81,8235,1,4,2006,0,1,4914,1546,298,0,8,5384554.6
10714,24,1,0,57,27497,7,2,1996,0,0,1714,3205,631,1,9,1075982.6
49818,26,0,0,56,54997,8,9,2005,1,0,274,8181,199,0,2,4983109.5
69157,42,1,0,15,78438,7,5,2007,0,1,5358,871,386,0,7,6926892.7
8719,85,1,0,35,96822,6,9,2003,1,0,1446,5948,836,1,8,875984.3
4014,26,1,1,74,68676,7,9,2007,1,0,5359,8751,882,1,8,404625.7
85569,81,0,1,35,96852,1,2,2019,0,1,6426,6172,602,0,2,8562874.9
75671,44,0,1,36,58422,9,3,2003,1,0,4601,4657,552,1,4,7574463.3
73140,95,1,1,77,73220,1,3,2019,1,1,4689,4894,726,1,7,7325048.9
8746,3,0,1,21,96843,3,5,2008,1,1,2037,6357,747,0,2,880925.8
79770,24,1,0,80,97113,8,3,2018,1,0,901,8794,991,0,1,7986665.8
43337,23,0,0,24,74760,8,9,1993,0,0,6831,3857,135,0,9,4334979.3
40465,16,0,1,100,89083,4,3,2004,0,0,6948,1280,405,0,0,4052600.4
89198,6,0,1,89,34514,9,5,2000,1,1,7620,4445,514,1,7,8925638
68985,86,0,0,75,426,1,1,2009,0,0,4397,3194,273,0,0,6901750.9
28284,1,1,1,1,57146,8,5,2003,0,0,5199,9187,556,1,4,2834962.3
74689,60,1,1,45,23878,9,9,2008,0,0,3838,3986,779,0,5,7484096.8
43585,8,1,0,36,11197,2,6,2010,0,1,9928,9798,905,0,5,4364529
7658,32,0,0,14,70423,8,9,1996,1,0,3701,2385,402,0,2,767255.6
6478,62,0,1,78,30646,9,2,1994,1,0,6361,3060,726,0,8,652595.4
4777,100,1,0,64,7369,9,9,2000,1,1,5126,4685,105,1,0,487950.1
2442,97,0,0,78,56873,8,5,2000,1,0,7335,9959,808,1,6,247791
34282,47,0,1,45,36631,10,3,2000,0,0,2500,7709,374,1,2,3440156.1
20755,76,0,1,95,69263,9,1,2007,0,0,7265,6583,655,0,1,2083312.7
98768,69,1,0,26,37363,5,8,2000,0,1,7301,1326,203,1,9,9879363
52151,73,0,1,50,41817,8,10,1994,1,0,9717,9187,308,0,1,5226840.4
30862,32,0,1,44,9412,8,8,2020,0,1,2357,5388,214,1,0,3091919.1
19931,54,0,1,12,27644,9,8,2004,0,1,6156,7459,676,1,2,1998436.4
36031,47,1,1,43,57906,2,8,2000,0,1,4304,5396,176,0,8,3612495.1
82019,14,1,0,84,72627,6,1,2021,1,1,6054,1381,277,1,9,8209073.2
23558,28,1,0,27,23473,3,3,1996,1,0,3837,2775,411,1,1,2359810.6
7957,8,0,1,78,18373,1,7,2000,0,1,2821,4333,537,0,3,805480.1
18501,3,1,0,48,74206,4,4,2004,1,0,9251,6653,243,1,9,1855087.4
10944,5,1,1,3,78917,7,4,2017,0,0,8174,6653,271,0,4,1099743.7
60307,49,0,0,37,6837,8,9,2020,0,0,7180,5286,234,0,7,6031864.1
5767,22,1,0,75,17357,1,4,1996,0,1,3656,7117,712,0,0,583642.6
34070,74,0,1,85,16768,3,2,2014,0,1,6935,8693,563,0,3,3416611.4
50668,100,0,1,41,22778,6,5,2006,1,0,3689,75,831,1,3,5071084.6
95795,39,1,0,98,54535,6,8,2000,0,1,783,4477,770,0,4,9585545.2
9410,30,0,1,18,73852,6,4,1994,0,1,7781,2713,844,0,7,953870.4
37111,27,0,1,68,11290,2,4,2000,0,0,7584,785,146,1,3,3720632.1
1693,60,1,0,30,56991,4,2,2006,0,0,1637,5061,631,1,1,174850.6
41594,64,0,1,7,74803,4,3,2020,1,0,2192,1,303,1,6,4160091.1
18487,4,0,0,98,97994,6,2,2009,0,0,6242,9421,313,0,8,1856865.9
55209,88,0,1,15,96581,5,7,2006,1,0,6018,3226,883,1,5,5532468.6
65625,37,0,1,40,45539,2,9,2015,0,1,134,8396,358,0,9,6567597.5
70989,99,1,1,55,27027,2,7,1994,1,1,7335,6019,412,0,6,7113295.4
70126,81,0,0,68,43842,4,2,2001,1,1,7499,267,782,1,9,7018315.1
84465,26,1,0,55,68305,2,6,2003,0,0,8756,4028,425,1,5,8455710.3
12107,20,0,0,4,60566,1,9,2001,1,1,524,2111,1000,1,5,1211581.1
17225,18,1,0,91,61431,8,8,2014,0,0,5306,4331,757,1,10,1723749.4
53448,85,0,1,26,89296,9,6,2003,1,1,4293,8306,548,1,3,5354891.3
36256,51,1,1,78,34698,1,6,2003,1,0,9249,5731,136,0,7,3633301.3
46644,26,0,0,52,63744,5,6,2007,1,0,6382,8911,375,0,10,4668991.7
80780,79,1,0,85,51700,2,4,2016,1,1,7059,6651,135,1,8,8088913.6
80415,35,0,0,49,70653,1,5,2007,1,0,705,3607,360,0,3,8053263.7
67020,69,0,0,80,49152,5,2,2015,1,0,1292,4358,954,0,8,6711051.5
52424,62,0,0,69,28205,5,2,1999,1,1,4149,4578,905,1,9,5252384.9
60513,52,1,1,50,8823,3,5,2004,0,0,3475,7973,536,0,4,6056822.4
45390,24,1,0,98,60947,9,3,2000,0,0,2637,6327,676,1,6,4545301.1
96577,87,1,0,68,17036,6,9,2000,0,1,2580,9384,691,0,0,9662991
25440,11,1,0,35,50579,5,2,2000,1,1,10000,8751,101,0,0,2549452.1
91931,44,1,0,76,28499,8,9,2016,0,0,2655,8997,263,0,4,9197803.6
53527,64,0,1,76,16192,8,7,1995,0,0,5249,1592,531,0,4,5356315.5
26952,19,1,0,39,37179,1,1,2006,1,0,8905,9965,882,0,2,2698982.6
75408,35,0,1,41,69322,6,4,1994,0,0,9559,5168,528,1,10,7545062.4
26580,47,1,0,55,40368,8,5,1997,0,1,3561,6510,772,0,7,2666936.7
50792,61,1,1,59,78108,6,4,2000,0,1,9192,7179,451,1,10,5089100.1
10841,41,1,0,38,43912,5,2,2019,1,0,9347,6583,680,1,5,1087980.9
42824,58,0,0,16,42812,8,10,2017,1,0,5701,8224,309,0,9,4284208.7
98846,98,0,1,34,10704,5,9,2013,1,0,1809,7733,240,0,7,9892058.3
8737,3,1,0,84,21833,9,10,2000,0,1,5275,3204,712,1,6,880449
13344,25,0,1,100,75326,6,1,2000,1,0,8779,3294,512,0,7,1342649.1
34109,69,0,1,45,58917,10,2,2003,1,0,7270,7789,102,1,3,3416596.3
13079,44,0,1,26,73189,3,8,1992,0,1,6293,3053,313,0,7,1312452.1
92201,38,1,0,55,63144,8,5,2003,1,0,1635,1443,526,0,9,9228740.3
89940,58,0,0,55,638,6,8,2017,1,1,3837,583,771,1,2,8995621.7
39910,45,1,0,16,99648,10,3,2017,0,1,7812,6584,324,1,1,3997816.7
20346,50,1,1,64,64271,9,4,1996,0,1,2127,4309,631,1,0,2039146.6
97578,97,1,0,32,74748,6,3,2006,0,0,2336,6421,123,0,3,9764792.6
33135,35,0,0,52,6740,7,4,2014,0,1,6772,1850,317,1,7,3319402.4
75402,96,1,0,30,18798,10,6,2000,0,1,4158,3488,770,1,4,7545890.2
47275,84,0,0,98,37747,6,2,1993,1,0,5479,8084,675,1,8,4731933
31951,22,0,1,85,83586,7,5,2016,0,1,5434,6328,621,0,3,3196773.6
22238,26,0,1,80,56356,1,3,2016,1,1,4707,4653,367,1,0,2227703.6
59068,98,0,0,38,29889,5,3,1997,0,1,705,6054,418,0,3,5910960.7
92384,95,0,1,84,76869,1,8,2014,0,0,2496,4910,691,0,9,9239195.4
86850,86,0,0,73,95965,4,10,2013,0,0,6242,4607,902,1,0,8685896.3
35122,58,1,0,44,42043,2,4,2000,0,0,1892,2138,414,0,3,3515208.1
58637,24,0,0,38,62591,5,3,2015,0,0,4529,7956,585,0,3,5864831.5
93278,41,1,1,56,46600,9,8,2015,0,1,4145,71024,473,0,3,9339538.5
8719,82,0,1,29,85635,1,10,2003,1,0,2675,9487,936,0,9,875984.3
925,41,1,0,35,12174,8,10,1997,0,0,1809,5027,959,0,4,105739.7
80041,26,0,0,98,64363,3,8,2006,1,0,8176,4902,349,0,8,8005238.6
29752,86,0,1,44,91809,7,4,2000,0,1,783,2590,898,0,5,2982668
53765,46,1,0,38,85684,7,7,2008,0,1,4158,259,212,1,7,5383781.8
52324,58,1,0,55,54529,7,1,2009,1,0,4136,4794,755,1,8,5240655.9
15940,8,0,1,10,27930,7,9,2000,1,0,7612,232,622,0,7,1595237
87669,22,0,0,58,88555,8,8,2008,0,1,4550,5867,537,0,3,8770848.8
41143,79,1,1,58,70412,10,1,2003,1,1,7739,5340,955,0,7,4116195.3
34723,44,0,0,46,38661,3,3,2003,0,1,9618,4194,214,1,6,3476474.3
73482,58,0,0,49,19898,2,2,2013,0,0,438,5434,981,0,6,7351375.3
27244,89,0,1,22,98038,6,5,1996,0,0,755,5987,410,1,0,2731619.6
21217,59,1,0,6,51241,1,7,1995,0,0,8842,5336,428,1,7,2127258.5
49431,13,0,0,80,19069,2,8,2003,0,0,8654,2440,946,1,3,4950904.3
93168,51,0,1,98,84202,4,5,2000,1,0,3422,7652,932,0,5,9321665.2
6704,25,1,1,22,94479,10,10,2000,0,1,7475,6398,715,1,1,682123.2
18943,90,0,1,6,40860,4,7,2000,0,0,8154,4609,818,1,10,1899521.2
40943,6,1,0,88,99549,8,7,2010,1,0,749,1538,498,0,7,4097629
9166,25,0,1,25,50171,6,6,2015,1,1,4173,6371,731,0,7,922847.5
52552,58,0,1,55,91918,7,6,2006,0,1,818,7243,188,1,7,5262997.6
42469,26,0,1,41,24343,6,5,2016,0,0,8579,7401,202,0,4,4258191.6
4306,81,0,1,9,20127,3,7,1999,0,1,9717,9507,259,1,6,440424.9
67125,54,1,1,39,2052,9,5,1993,0,1,4537,8809,142,0,1,6717281.3
19596,89,0,1,50,27662,7,3,2009,0,0,9985,1684,398,0,7,1969900.9
42272,49,0,0,35,86730,6,4,2017,1,1,9626,4942,682,0,7,4229424.7
72990,92,0,0,65,34664,9,7,2016,1,1,7247,7106,758,0,3,7301689.6
81618,99,0,1,77,35351,6,9,2009,0,0,1446,991,816,1,6,8170899.9
84387,61,0,1,76,93839,9,7,2007,0,0,5100,1979,627,1,4,8444076.7
14293,8,1,1,63,21687,3,6,2013,0,0,9107,9374,810,1,9,1432820.3
18240,36,1,1,100,1126,1,10,2018,0,1,5386,126,311,0,1,1828031.8
82779,84,1,0,38,45851,7,4,2017,1,1,8378,7961,160,1,6,8286007.7
49609,31,1,1,57,92620,5,3,2004,0,0,7830,4021,720,1,9,4965921.4
8746,2,1,0,47,7133,6,5,2008,1,1,6182,6357,832,1,8,880925.8
89887,41,0,1,95,4659,4,10,2000,1,0,4185,3289,184,1,7,8994730.1
41057,27,0,0,18,49355,5,6,2014,0,1,9559,3637,162,1,7,4106731.4
78882,52,0,0,5,58240,3,8,2014,1,1,8174,8349,269,1,10,7893540.4
61142,5,1,0,85,91577,4,3,2008,0,1,1288,2497,915,0,7,6121496.8
4308,65,1,0,10,99381,5,9,2003,0,0,9578,4408,778,0,4,432778.3
33002,74,1,1,85,30647,6,5,1995,1,1,6469,6687,575,1,3,3307651.5
97125,79,1,1,41,8242,2,9,1996,0,0,8145,6810,162,0,6,9717846.1
67327,15,0,0,38,2542,9,5,1990,1,0,6134,6346,931,1,10,6741466
91532,35,0,1,78,14581,1,9,2000,1,0,4090,4926,303,1,9,9156554
25362,46,1,1,29,47541,1,9,1995,0,0,4276,215,271,0,1,2545732.5
26428,65,1,1,21,9591,2,6,2000,0,1,774,5714,976,1,2,2655761.2
35520,49,0,1,46,56285,7,6,2000,1,1,5734,2114,622,1,8,3554917.1
78859,51,0,0,55,7895,5,8,2009,1,1,2676,5026,489,1,2,7896437.9
32974,42,0,1,75,68679,10,3,1995,1,0,3129,9423,289,0,2,3300049.5
17668,18,1,0,50,27160,6,8,1995,0,0,5945,9715,445,1,10,1771537.5
54907,33,0,0,85,6769,5,7,2003,0,1,8154,8889,859,1,1,5495099.3
28373,74,0,0,85,89581,3,4,1993,0,0,7468,8332,121,0,8,2842729.3
54872,70,0,0,41,56256,1,10,2015,1,1,8889,7951,302,1,8,5491066.5
92335,78,0,0,100,52973,8,5,1999,1,0,4292,8235,110,0,8,9237950.9
93190,38,0,1,45,63814,4,8,1998,1,0,6121,989,531,1,9,9322069.8
84503,46,0,0,42,77493,6,1,2004,1,0,8015,3987,209,1,7,8455991.4
923,45,0,1,83,90781,6,4,2017,0,1,1815,6436,976,0,5,105869.7
23776,84,0,1,98,61269,2,1,1998,1,0,3695,58,103,1,2,2382847.2
28320,76,0,0,10,3545,3,1,2017,1,1,511,1531,391,0,0,2833009.7
71061,55,1,0,95,49355,4,6,2018,1,0,905,4787,510,1,5,7118344.8
32910,33,0,0,55,76716,5,1,2000,1,1,6357,6795,683,1,8,3301042
90763,99,0,0,52,57232,10,9,2014,1,0,677,479,270,1,0,9079021.4
68847,78,1,0,60,72628,1,7,2019,1,0,6093,6304,984,1,2,6888091.9
36425,13,1,1,86,23304,7,6,1996,1,0,6161,7889,528,1,2,3654949.6
28543,38,0,1,25,84914,7,6,2019,1,1,96,6681,400,0,8,2855561.9
44847,68,1,1,91,67409,8,5,2000,0,1,2268,3335,773,0,2,4490655.2
10288,88,0,1,55,92343,3,9,2016,0,1,9558,9238,310,1,7,1031927.6
77385,42,1,0,25,77036,7,8,2006,1,0,6001,6281,473,1,8,7743828.6
72804,9,1,1,43,15019,9,1,2015,0,1,431,1581,666,0,4,7226586.5
35493,26,0,1,69,3952,3,8,2007,0,0,3254,2138,590,1,3,3558407.7
76912,58,1,0,6,12588,2,6,2005,0,0,7912,5381,707,1,10,7695798.5
76446,4,0,1,26,58402,5,1,2004,1,0,3768,2453,681,1,0,7649095.4
83606,2,0,0,95,52889,1,2,2000,0,0,3382,2699,922,1,9,8365435.2
15526,15,0,0,42,87588,4,5,2013,0,1,9719,478,580,0,3,1555821.3
26424,52,0,0,80,1906,9,8,2000,1,0,868,4363,415,0,8,2643540.1
51109,50,1,0,6,4564,1,10,2017,0,0,6946,1500,454,0,3,5114433.7
15731,38,1,1,38,10917,2,9,2003,0,0,9249,6127,538,1,3,1582940.3
21856,5,1,0,14,66180,4,9,2003,0,0,484,7157,682,1,3,2190424.3
9705,86,0,0,14,69592,9,5,1999,1,0,5779,5159,374,0,5,975399.9
36417,45,0,1,26,81502,5,8,2007,1,1,7045,1446,449,0,9,3645546.7
43613,38,1,0,28,57704,3,3,1993,1,0,7936,4897,424,1,10,4364937.3
92383,6,0,0,89,83381,7,10,2000,0,0,3391,746,984,1,6,9244344
8369,65,0,1,16,24480,7,5,2000,0,1,6047,1678,774,1,9,846945.2
88172,3,0,0,3,68305,8,7,2018,0,1,3292,1291,221,0,4,8818402.8
97471,18,0,1,69,28583,4,5,2013,1,0,1925,7178,456,0,3,9756243.3
50092,27,0,1,62,24474,8,5,2018,0,0,906,1246,314,1,10,5014491.8
32785,26,0,0,50,89670,8,8,2008,0,1,8801,8369,275,0,2,3283900.8
56147,100,0,0,100,23007,7,9,2016,1,0,9942,7759,974,0,10,5621340.6
21413,86,1,0,69,2059,6,10,1993,0,0,9531,4363,327,0,0,2149706.3
59816,38,0,0,45,42440,6,7,2019,0,1,7058,5309,152,0,3,5982821.9
90716,26,0,1,32,23174,2,2,2007,1,1,4173,2619,439,1,3,9079770.7
16389,3,0,1,10,5894,6,7,1995,1,0,4156,760,757,0,4,1647095.5
32218,41,0,1,41,96227,5,10,2015,1,0,672,5075,728,1,9,3225722.5
67457,1,0,1,3,67604,3,4,2003,0,0,7495,7437,120,0,2,6757663.3
76485,19,0,0,69,81329,10,1,2008,1,0,7584,2048,714,1,9,7653300.8
57182,91,1,0,77,10408,3,1,2000,1,0,4484,42,716,1,6,5728972.2
59159,61,1,0,55,1893,7,5,2017,0,1,9933,7689,883,0,9,5921171.7
91036,50,1,0,25,76054,5,5,2018,0,0,4011,9179,126,0,4,9104801.8
39215,21,0,1,21,94229,2,4,1994,0,0,5355,1393,696,1,6,3927273.4
37611,11,0,1,56,28086,8,10,2006,1,1,5614,4566,286,0,8,3766677.6
28727,82,0,0,50,17857,6,5,2000,0,0,8735,4545,546,0,0,2877589.1
40394,38,1,0,58,35657,6,2,2005,0,0,716,7546,504,1,2,4046533.1
5409,53,0,0,98,3351,4,9,2017,0,0,7599,9640,142,1,8,546201.7
60863,75,0,1,38,89254,1,10,2005,0,0,3797,7647,462,0,2,6091262.5
98857,38,1,1,25,6556,5,3,2015,1,0,9573,7178,398,1,7,9898892.5
9861,2,0,1,36,35186,4,4,2000,0,0,8927,1635,978,1,4,990552
87685,37,1,1,51,30695,8,6,2014,0,0,1876,3716,535,1,7,8772035.4
73769,84,1,0,77,18621,9,5,1994,1,1,7248,6677,863,0,0,7385023.4
23184,20,1,0,35,3545,2,1,1997,0,1,9018,7089,279,1,6,2335644.7
45524,64,0,1,64,15630,8,4,1993,1,1,8964,9943,254,0,2,4557896.3
45370,27,1,1,75,41581,9,9,2021,1,1,5999,3442,241,0,4,4545472.1
13583,38,1,0,22,70478,5,2,2015,0,1,852,4359,581,1,4,1364589.5
88287,86,0,1,13,6018,3,4,2009,0,1,2492,7378,496,0,8,8837290.9
92649,26,1,0,48,91675,8,10,2015,1,1,908,6754,327,1,5,9270413.5
46131,74,1,0,39,71484,9,1,2013,0,1,8166,7161,843,1,2,4616542.3
70010,39,1,0,47,97713,6,6,2017,0,1,5838,7179,184,1,3,7006951.7
33851,45,1,0,65,69885,7,8,1997,0,1,1612,4437,408,1,6,3389495.7
56701,99,0,0,34,79570,8,10,2008,1,1,9823,2474,976,0,7,5673882.8
88307,5,0,1,69,50185,3,9,2005,0,0,5552,4892,936,1,1,8837519.5
91559,38,1,0,9,82003,3,2,2007,0,0,4297,5534,141,1,8,9161130.7
62166,51,1,1,21,63844,5,2,2009,0,1,449,3734,866,1,5,6222231.9
7939,49,0,1,26,95286,5,5,1996,0,0,6275,7038,137,1,5,806178.6
52948,91,1,1,13,19129,3,7,1994,1,0,7146,7232,108,0,8,5301685.4
55281,18,0,0,85,8192,9,6,2004,0,0,9584,3327,994,0,10,5531300.4
16247,89,0,1,76,38332,9,4,2000,1,0,618,4923,465,0,9,1634324
8856,86,1,1,12,11282,8,7,1996,0,1,4555,6473,634,1,6,895829.6
38172,69,1,0,51,56809,7,7,1997,1,1,8712,1368,638,0,10,3822350.7
31539,78,0,1,4,32055,9,9,2000,0,0,8835,6989,982,1,7,3158408
37677,4,1,0,16,83915,8,6,2000,1,0,973,6104,829,1,2,3776536.2
27339,3,1,0,88,5633,5,1,1993,1,0,96,4919,874,0,4,2746839.3
87964,26,1,0,51,64253,4,5,2009,1,1,5459,8936,501,0,9,8802291.9
74263,69,0,0,38,676,5,2,1993,0,1,1632,6823,218,0,8,7433776.3
80958,11,0,1,43,42634,9,7,1998,0,1,7951,8536,384,1,1,8098151.8
54469,61,0,1,37,32569,1,4,1999,1,0,5797,9072,327,0,3,5455583.9
36297,35,1,0,50,35469,8,6,2013,0,1,1637,965,366,0,2,3635567.3
22541,26,1,0,4,67302,8,3,2000,0,0,852,7889,378,1,8,2264203.1
58855,8,0,1,13,30349,6,8,2014,1,1,6166,9832,104,1,9,5891413.4
1454,58,1,0,32,88712,3,5,2006,1,0,3458,9798,255,1,5,148234.6
20991,7,1,0,10,46298,2,3,2016,0,1,3451,1050,831,1,9,2104487.6
78256,15,1,0,13,54562,4,3,2006,1,1,2488,3159,255,1,7,7832866.6
6469,87,1,0,74,42098,7,8,2010,0,0,924,5286,833,1,4,645862.1
59318,42,1,0,87,53085,3,5,2000,1,1,8428,209,831,0,0,5936567.1
77579,69,1,1,35,58404,8,2,1999,0,0,7258,765,158,0,10,7767797.9
5485,20,1,1,14,28177,8,8,2000,0,0,3288,569,803,1,6,552405.2
65822,30,0,0,55,85019,6,5,2006,0,1,7199,4785,396,0,5,6585590.6
7362,7,0,0,84,11236,7,9,2000,1,0,4964,4999,776,0,9,738168
6031,7,0,1,13,90051,5,4,2017,0,0,6424,1326,792,0,10,604367.7
17466,75,0,1,62,2442,4,8,2020,0,0,8694,143,354,0,6,1753239.1
42824,63,0,1,78,42837,4,8,2017,1,0,5355,82,914,1,9,4284208.7
79830,32,1,1,64,59061,5,4,2006,1,1,8796,5073,476,0,3,7989770.6
57720,26,1,1,16,58438,2,6,2017,1,1,5315,7092,864,0,10,5777415.7
86929,69,0,0,12,47589,8,2,2013,1,0,3565,9017,758,1,9,8696869.3
